Sentence_1,Sentence_2
ಸಿರಿಯಾ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರ ಒಪ್ಪಂದವನ್ನು ಪರಿಶೀಲಿಸಲು ಬಾನ್ ಕಿ-ಮೂನ್,ಸಿರಿಯಾ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರ ಒಪ್ಪಂದವನ್ನು ಪರಿಶೀಲಿಸಲು ನಿಷೇಧ
ಇಂಡೋನೇಷ್ಯಾ ಜ್ವಾಲಾಮುಖಿ ಸ್ಫೋಟದಿಂದ 14 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ ಶಾಲಾ ಮಕ್ಕಳು,ಇಂಡೋನೇಷ್ಯಾ ಜ್ವಾಲಾಮುಖಿ ಸ್ಫೋಟದಲ್ಲಿ ಆರು ಮಂದಿ ಸಾವು
ಮಲೇಷ್ಯಾದ ದೀರ್ಘಾವಧಿಯ ಸಮ್ಮಿಶ್ರವು ಅಧಿಕಾರವನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಂಡಿದೆ,ಮಲೇಷ್ಯಾದ ಆಡಳಿತಾರೂಢ ಒಕ್ಕೂಟ ಬಹುಮತ ಗಳಿಸಿದೆ
ಐಕಾನ್ ನೆಲ್ಸನ್ ಮಂಡೇಲಾ ನಿಧನಕ್ಕೆ ಒಬಾಮಾ ಸಂತಾಪ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ,"ದಕ್ಷಿಣ ಆಫ್ರಿಕನ್ನರು ಶೋಕಿಸುತ್ತಾರೆ, ಮಂಡೇಲಾ ಅವರನ್ನು ಆಚರಿಸುತ್ತಾರೆ"
ಬೈರುತ್‌ನಲ್ಲಿರುವ ಇರಾನ್ ರಾಯಭಾರ ಕಚೇರಿ ಬಳಿ ಸ್ಫೋಟಗಳು,ಬೈರುತ್‌ನಲ್ಲಿರುವ ಇರಾನ್ ರಾಯಭಾರ ಕಚೇರಿ ಬಳಿ ಎರಡು ಸ್ಫೋಟಗಳು
ಮೋದಿಯವರ ದೆಹಲಿ ಯಾತ್ರೆಯಲ್ಲಿ ಗೋವಾ ಮೊದಲ ಹೆಜ್ಜೆ,ರಷ್ಯಾದಲ್ಲಿ ಎಂಜಿನಿಯರಿಂಗ್ ಕಲಿಸಲು ತಂತ್ರಜ್ಞಾನ
"US ರಕ್ಷಣಾ ಬಜೆಟ್‌ನಲ್ಲಿ ""ರಾಜಕೀಯ"" ಬದಲಾವಣೆಗಳ ಬಗ್ಗೆ ಹಗೆಲ್ ವಿಷಾದಿಸಿದರು",ರಕ್ಷಣಾ ವೆಚ್ಚದಲ್ಲಿ ಪ್ರಸ್ತಾವಿತ ಕಡಿತವನ್ನು ಹಗೆಲ್ ಸಮರ್ಥಿಸಿಕೊಂಡರು
ಮಾಲ್ಡೀವ್ಸ್ ಅಧ್ಯಕ್ಷ ಸ್ಥಾನಕ್ಕೆ ಹೊಸ ಚುನಾವಣೆಯನ್ನು ನಡೆಸುತ್ತಿದೆ,ಮಾಲ್ಡೀವ್ಸ್ ಹೊಸ ಅಧ್ಯಕ್ಷೀಯ ಚುನಾವಣೆಯನ್ನು ನಡೆಸುತ್ತದೆ
ಈಜಿಪ್ಟ್‌ನ ಬ್ರದರ್‌ಹುಡ್ ಹತ್ಯೆಗಳ ನಂತರ ನೆಲಕ್ಕೆ ನಿಂತಿದೆ,ಈಜಿಪ್ಟ್: ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಮೊರ್ಸಿಯ ಹಿಂದೆ ನಿಂತಿದೆ
ನ್ಯೂ ವರ್ಲ್ಡ್ ಟ್ರೇಡ್ ಸೆಂಟರ್ ಯುಎಸ್ನಲ್ಲಿ ಅತಿ ಎತ್ತರದ ಕಟ್ಟಡವೆಂದು ಘೋಷಿಸಲ್ಪಟ್ಟಿದೆ,ಒಂದು ವಿಶ್ವ ವ್ಯಾಪಾರ ಕೇಂದ್ರವನ್ನು ಅತಿ ಎತ್ತರದ US ಕಟ್ಟಡ ಎಂದು ಹೆಸರಿಸಲಾಗಿದೆ
ನ್ಯಾಟೋ ಪಡೆಗಳು ಇಬ್ಬರು ಅಫಘಾನ್ ಮಕ್ಕಳನ್ನು ಕೊಂದರು,ನ್ಯಾಟೋ ದಾಳಿಗೆ 11 ಅಫ್ಘಾನಿಸ್ತಾನದ ಮಕ್ಕಳು ಬಲಿ
ಸಿರಿಯನ್ ವಿರೋಧವು ಬಂಡುಕೋರರಿಗೆ ಶಸ್ತ್ರಾಸ್ತ್ರಗಳನ್ನು ಕಳುಹಿಸಲು ಯುರೋಪ್ ಅನ್ನು ಒತ್ತಾಯಿಸುತ್ತದೆ,ಮಧ್ಯಂತರ ಪ್ರಧಾನಿಯನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಸಿರಿಯನ್ ವಿರೋಧ ಸಭೆ
"ಪ್ರವಾಹಗಳು ಇಬ್ಬರನ್ನು ಕೊಲ್ಲುತ್ತವೆ, ಕ್ಯಾಲ್ಗರಿ ಮನೆಗಳಿಂದ 75,000 ಪಡೆಗಳು","ಕೆನಡಾ ಮನೆಗಳಿಂದ 75,000 ಪ್ರವಾಹ ಪಡೆಗಳು"
ನ್ಯೂಯಾರ್ಕ್ ಹೊಂಚುದಾಳಿಯಲ್ಲಿ ಇಬ್ಬರು ಅಗ್ನಿಶಾಮಕ ದಳದವರು ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಮಾರಣಾಂತಿಕ ಹೊಂಚುದಾಳಿ ನಂತರ ಕಾವಲು ಸ್ಥಿತಿಯಲ್ಲಿ ಇಬ್ಬರು ನ್ಯೂಯಾರ್ಕ್ ಅಗ್ನಿಶಾಮಕ ಸಿಬ್ಬಂದಿ
ಫಿಟೋವ್ ಟೈಫೂನ್ ಪೂರ್ವ ಚೀನಾದಲ್ಲಿ ಭೂಕುಸಿತವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ,ಫಿಟೊವ್ ಟೈಫೂನ್ ಆಗ್ನೇಯ ಚೀನಾಕ್ಕೆ ಅಪ್ಪಳಿಸಿದೆ
ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಕಾರ್ ಬಾಂಬ್ ದಾಳಿಗೆ 17 ಸಾವು,ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಆತ್ಮಾಹುತಿ ಬಾಂಬ್ ದಾಳಿಗೆ 10 ಮಂದಿ ಬಲಿ
ಎಕ್ಸಿಟ್ ಪೋಲ್‌ಗಳು ಪುಟಿನ್ ಮಿತ್ರ ಪಕ್ಷ ಮಾಸ್ಕೋ ಮತವನ್ನು ಗೆಲ್ಲುತ್ತದೆ ಎಂದು ಸೂಚಿಸುತ್ತವೆ,"ಎಕ್ಸಿಟ್ ಪೋಲ್‌ಗಳು ಪುಟಿನ್ ಮಿತ್ರರು ಮಾಸ್ಕೋ ಮತವನ್ನು ಗೆದ್ದಿದ್ದಾರೆ ಎಂದು ತೋರಿಸುತ್ತದೆ, ನವಲ್ನಿ ಫೌಲ್ ಅಳುತ್ತಾನೆ"
ಸ್ಪ್ಯಾನಿಷ್ ರೈಲು ಅಪಘಾತದಲ್ಲಿ ಚಾಲಕ ನ್ಯಾಯಾಧೀಶರಿಂದ ಪ್ರಶ್ನೆಗಳನ್ನು ಎದುರಿಸುತ್ತಾನೆ,ಸ್ಪೇನ್ ಅಪಘಾತದಲ್ಲಿ ರೈಲು ಚಾಲಕನನ್ನು ನ್ಯಾಯಾಧೀಶರು ಪ್ರಶ್ನಿಸಿದ್ದಾರೆ
ಸ್ಪೇನ್ ರೈಲು ಅಪಘಾತದಲ್ಲಿ ಕನಿಷ್ಠ 45 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಇರಾಕ್‌ನ ದಿಯಾಲಾದಲ್ಲಿ ಟ್ರಿಪಲ್ ಕಾರ್ ಬಾಂಬ್ ಸ್ಫೋಟದಲ್ಲಿ ಕನಿಷ್ಠ 13 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
ಬಂಡುಕೋರರು ಸಂಪತ್ತು ಹಂಚಿಕೆ ಒಪ್ಪಂದವನ್ನು ತಲುಪುತ್ತಾರೆ,ಬಂಡುಕೋರರು 'ಸಂಪತ್ತಿನ ಒಪ್ಪಂದ' ತಲುಪಿದ್ದಾರೆ
ಕ್ರಿಸ್ ಫ್ರೂಮ್ ಟೂರ್ ಡಿ ಫ್ರಾನ್ಸ್ ಎಂಡ್‌ಗೇಮ್‌ಗೆ ಸವಾರಿ ಮಾಡುತ್ತಾನೆ,ಕ್ರಿಸ್ ಬ್ರೌನ್ ಸಂಗೀತ ಕಚೇರಿಗಳು ಹೊಸದನ್ನು ರದ್ದುಗೊಳಿಸಲಾಗಿದೆ
ಗಾಜಾದಲ್ಲಿ ಇಸ್ರೇಲ್ ವೈಮಾನಿಕ ದಾಳಿ ನಡೆಸಿತು,ಡಮಾಸ್ಕಸ್ ಬಳಿ ಇಸ್ರೇಲ್ ವೈಮಾನಿಕ ದಾಳಿ ನಡೆಸಿತು
ಶಂಕಿತ ಯುಎಸ್ ಡ್ರೋನ್ ಪಾಕಿಸ್ತಾನದಲ್ಲಿ 3 ಉಗ್ರರನ್ನು ಹತ್ಯೆ ಮಾಡಿದೆ,ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಅಮೆರಿಕದ ಡ್ರೋನ್ 4 ಉಗ್ರರನ್ನು ಹತ್ಯೆ ಮಾಡಿದೆ
ಮಾರ್ಸ್ ರೋವರ್ ಮೊದಲ ತಳಪಾಯದ ಮಾದರಿಯನ್ನು ಸಂಗ್ರಹಿಸುತ್ತದೆ,ವಾವ್ರಿಂಕಾ ಮೊದಲ ಗ್ರ್ಯಾನ್ ಸ್ಲಾಮ್ ಫೈನಲ್ ತಲುಪಿದ್ದಾರೆ
ಈಜಿಪ್ಟ್‌ನಲ್ಲಿ ಇಸ್ಲಾಮಿಸ್ಟ್‌ಗಳು ಹಿಂದಕ್ಕೆ ತಳ್ಳುತ್ತಿದ್ದಂತೆ ಘರ್ಷಣೆಗಳು ಭುಗಿಲೆದ್ದವು,ಈಜಿಪ್ಟ್ ದಾಳಿಯಲ್ಲಿ ಕಾಪ್ಟಿಕ್ ಪಾದ್ರಿ ಗುಂಡಿಕ್ಕಿ ಕೊಲ್ಲಲ್ಪಟ್ಟರು
ವಾಯುವ್ಯ ಸಿರಿಯಾದಲ್ಲಿ ಕಾರ್ ಬಾಂಬ್ ದಾಳಿಯಲ್ಲಿ 20 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಉತ್ತರ ಸಿರಿಯಾದಲ್ಲಿ ಕಾರ್ ಬಾಂಬ್ ದಾಳಿ 20 ಸಾವು
ಫ್ರಾನ್ಸಿಸ್ ಅವರು ಪ್ರಾರ್ಥನೆಯೊಂದಿಗೆ ಪೋಪ್ ಅಧಿಕಾರವನ್ನು ಪ್ರಾರಂಭಿಸುತ್ತಾರೆ,ಪೋಪ್ ಫ್ರಾನ್ಸಿಸ್ ಪ್ರಾರ್ಥನೆಗಾಗಿ ವ್ಯಾಟಿಕನ್‌ನಿಂದ ಹೊರಬಿದ್ದರು
ಸ್ಪ್ಯಾನಿಷ್ ರೈಲು ಅಪಘಾತದಲ್ಲಿ ಸುಮಾರು 50 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಸ್ಪ್ಯಾನಿಷ್ ಹೈಸ್ಪೀಡ್ ರೈಲು ಅಪಘಾತದಲ್ಲಿ 70 ಕ್ಕೂ ಹೆಚ್ಚು ಸಾವು
ಈಜಿಪ್ಟ್‌ನ ಬ್ರದರ್‌ಹುಡ್ ಅದರ ನಾಯಕನಾಗಿ ಬೀಗಿದೆ,ಈಜಿಪ್ಟ್‌ನ ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಮಾಸ್ ಮಾರ್ಚ್‌ಗೆ ಹೊಂದಿಸಲಾಗಿದೆ
ಫ್ರೆಂಚ್ ರೈಲು ಪ್ಯಾರಿಸ್‌ನ ದಕ್ಷಿಣಕ್ಕೆ ಹಳಿ ತಪ್ಪಿದೆ,ಫ್ರೆಂಚ್ ರೈಲು ಪ್ರಯಾಣಿಕರು ಅಪಘಾತದ ಅಗ್ನಿಪರೀಕ್ಷೆಯನ್ನು ಹೇಳುತ್ತಾರೆ
ಚೀನಾದ ಹೊಸ ಸ್ಟೆಲ್ತ್ ಫ್ರಿಗೇಟ್ ಅನ್ನು ನಿಯೋಜಿಸಲಾಗಿದೆ,"ಗಡಿ ಆಯೋಗವನ್ನು ಸ್ಥಾಪಿಸಲು ಬೆಲಾರಸ್, ಲಾಟ್ವಿಯಾ"
ಈಜಿಪ್ಟ್ ಹೊಸ ಸಂವಿಧಾನದ ಮೇಲೆ ಮತ ಹಾಕಿತು,ಈಜಿಪ್ಟಿನವರು ವಿಭಜಕ ಸಂವಿಧಾನದ ಮೇಲೆ ಮತ ಚಲಾಯಿಸುತ್ತಾರೆ
ಉದ್ವಿಗ್ನ ಉಕ್ರೇನ್ ರಾಜಧಾನಿಯಲ್ಲಿ ಪ್ರತಿಭಟನೆಗಳು ಮುಂದುವರೆದಿದೆ,ಬ್ರೆಜಿಲ್‌ನಲ್ಲಿ ಪ್ರತಿಭಟನೆ ಮುಂದುವರಿದಿದೆ
ಇರಾನ್ ಮಧ್ಯಮವರ್ಗದ ಅಧ್ಯಕ್ಷ ಸ್ಥಾನವನ್ನು ದೊಡ್ಡ ಅಂತರದಿಂದ ಗೆಲ್ಲುತ್ತಾನೆ,ಇರಾನ್ ತೈಲ ಬೆಲೆ ಯುದ್ಧವನ್ನು ಪ್ರಚೋದಿಸುತ್ತದೆ ಎಂದು ಬೆದರಿಕೆ ಹಾಕಿದೆ
ಈಜಿಪ್ಟ್‌ನ ಸಿನಾಯ್‌ನಲ್ಲಿ ಅಪಹರಣದ ನಂತರ ಬ್ರಿಟನ್‌ರನ್ನು ಬಿಡುಗಡೆ ಮಾಡಲಾಗಿದೆ - ಮೂಲಗಳು,ಈಜಿಪ್ಟ್‌ನ ಸಿನಾಯ್‌ನಲ್ಲಿ ವಶಪಡಿಸಿಕೊಂಡ ಇಬ್ಬರು ಬ್ರಿಟನ್‌ರನ್ನು ಬೆಡೋಯಿನ್ ಬಿಡುಗಡೆ ಮಾಡಿದರು
ಫುಕುಶಿಮಾ ದುರಂತದ ವಿರುದ್ಧ ಹೋರಾಡಿದ ವ್ಯಕ್ತಿ ಕ್ಯಾನ್ಸರ್‌ನಿಂದ ಸಾಯುತ್ತಾನೆ,ಫುಕುಶಿಮಾ ದುರಂತದ ವಿರುದ್ಧ ಹೋರಾಡಿದ ಮಾಜಿ ಸಸ್ಯ ಮುಖ್ಯಸ್ಥ ಕ್ಯಾನ್ಸರ್‌ನಿಂದ ನಿಧನರಾದರು
ವಸಾಹತು ಯೋಜನೆಗೆ ಇಸ್ರೇಲ್ ಯುರೋಪಿಯನ್ ಹಿನ್ನಡೆಯನ್ನು ಎದುರಿಸುತ್ತಿದೆ,ಯುರೋಪಿಯನ್ ರಾಷ್ಟ್ರಗಳ ಇತ್ತೀಚಿನ ವಸಾಹತು ಯೋಜನೆಗಳ ಬಗ್ಗೆ ಇಸ್ರೇಲ್ ಖಾತೆಯನ್ನು ಕರೆದಿದೆ
ನೈಜೀರಿಯಾ ಶಾಸಕರ ಮೇಲೆ ಲಂಚದ ಆರೋಪ ಹೊರಿಸಲಾಗಿದೆ,ನೈಜೀರಿಯಾ ಸಂಸದ ಮೂರು ಲಕ್ಷ ಲಂಚ ಸ್ವೀಕರಿಸಿದ ಆರೋಪ
ಈಜಿಪ್ಟ್ ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಸುಪ್ರೀಂ ಗೈಡ್ ಅನ್ನು ಬಂಧಿಸಿದೆ,ಈಜಿಪ್ಟ್ ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಗುಂಪನ್ನು ನಿಷೇಧಿಸಿದೆ
ಮುಂದಿನ ತಿಂಗಳು ಪರಮಾಣು ಮಾತುಕತೆ ಪುನರಾರಂಭವಾಗಲಿದೆ ಎಂದು ಇರಾನ್ ಹೇಳಿದೆ,ವೈರಿಗಳ ಸಂವಹನ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಜ್ಯಾಮಿಂಗ್ ಮಾಡುವ ಸಾಮರ್ಥ್ಯ ಹೊಂದಿದೆ ಎಂದು ಇರಾನ್ ಹೇಳಿದೆ
ಅಲೆನ್ ಪತ್ರದಲ್ಲಿ ಫಾರೋನ ನಿಂದನೆಯ ಹಕ್ಕುಗಳಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತಾನೆ,ಫಾರೋ ಅವರ ನಿಂದನೆ ಹಕ್ಕುಗಳ ವಿರುದ್ಧ ಅಲೆನ್ ತನ್ನನ್ನು ತಾನು ಸಮರ್ಥಿಸಿಕೊಳ್ಳುತ್ತಾನೆ
ಒಬಾಮಾ ಶ್ವೇತಭವನದಿಂದ ಸಿರಿಯಾ ಕುರಿತು ಮಾತನಾಡಲು ಸಿದ್ಧರಾಗಿದ್ದಾರೆ,ಶ್ವೇತಭವನದಲ್ಲಿ ಒಬಾಮಾ ಸಿರಿಯಾ ಕುರಿತು ಹೇಳಿಕೆ ನೀಡಲಿದ್ದಾರೆ
"ಲಿಬಿಯಾದ ಅಲ್-ಕ್ವೀಫಿಯಾ ಜೈಲಿನಿಂದ 1,000 ಕ್ಕೂ ಹೆಚ್ಚು ಕೈದಿಗಳು ಪರಾರಿಯಾಗಿದ್ದಾರೆ",ಲಿಬಿಯಾ ಜೈಲಿನಿಂದ 1000 ಕೈದಿಗಳು ಪರಾರಿಯಾಗಿದ್ದಾರೆ
ಸಿರಿಯಾ ವಿರುದ್ಧ ಯುಎಸ್ ಏಕಾಂಗಿ ಕ್ರಮಕ್ಕೆ ಸಿದ್ಧವಾಗಿದೆ,ಸಿರಿಯಾ ವಿರುದ್ಧ ಕ್ರಮಕ್ಕಾಗಿ ಯುಎಸ್ ಕೇಸ್ ಮಾಡುತ್ತದೆ
ವಿದೇಶೀ ವಿನಿಮಯ ಮತ್ತು ಚಿನ್ನ 6 ಮಾರ್ಚ್ 2013,ವಿದೇಶೀ ವಿನಿಮಯ ಮತ್ತು ಚಿನ್ನ 12 ಮಾರ್ಚ್ 2013
ಹೊಸ ವರ್ಲ್ಡ್ ಟ್ರೇಡ್ ಸೆಂಟರ್ ಯುಎಸ್ನಲ್ಲಿ ಅತಿ ಎತ್ತರದ ಕಟ್ಟಡವಾಗಿದೆ,ವಿಶ್ವ ವ್ಯಾಪಾರ ಕೇಂದ್ರವನ್ನು US ನ ಅತಿ ಎತ್ತರದ ಕಟ್ಟಡ ಎಂದು ಹೆಸರಿಸಲಾಯಿತು
ಸಿರಿಯಾ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರಗಳನ್ನು ಬಳಸಿದೆ ಎಂದು ಯುಎಸ್ ನಿರ್ಧರಿಸಿದೆ,ಸಿರಿಯಾದ ರಾಸಾಯನಿಕ ಅಸ್ತ್ರಗಳನ್ನು ತೊಡೆದುಹಾಕಲು ಯುಎನ್ ಮತ ಹಾಕುತ್ತದೆ
ಚೀನಾ ಭೂಕಂಪ: ಸಾವಿನ ಸಂಖ್ಯೆ ಏರಿಕೆ,ಚೀನಾ ಜ್ವರಕ್ಕೆ ಬಲಿಯಾದವರ ಸಂಖ್ಯೆ 6ಕ್ಕೆ ಏರಿಕೆಯಾಗಿದೆ
ಇರಾನ್‌ನ ಪರಮಾಣು ಸ್ಥಾವರದಲ್ಲಿ ಯಾವುದೇ ವಿಕಿರಣ ಸೋರಿಕೆಯಾಗಿಲ್ಲ,ಯುಎಸ್ ಕಾಂಗ್ರೆಸ್ ಇರಾನ್ ಪರಮಾಣು ಒಪ್ಪಂದಕ್ಕೆ ವ್ರೆಂಚ್ ಎಸೆಯಬಹುದು
ದಾಳಿ ನಡೆಸಿದ ಅಲ್ಜೀರಿಯಾ ಗ್ಯಾಸ್ ಪ್ಲಾಂಟ್‌ನಲ್ಲಿ 25 ಮೃತದೇಹಗಳು ಪತ್ತೆಯಾಗಿವೆ,ಅಲ್ಜೀರಿಯಾದ ಅನಿಲ ಸ್ಥಾವರದಲ್ಲಿ ಇನ್ನೂ 25 ಶವಗಳು ಪತ್ತೆ
ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಅವಳಿ ಬಾಂಬ್ ದಾಳಿಯಲ್ಲಿ ಕನಿಷ್ಠ 40 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಇದೀಗ ಉಗ್ರರು ಪಾಕಿಸ್ತಾನದ ಪೊಲೀಸರ ವಿರುದ್ಧ ಸೆಣಸಾಡುತ್ತಿದ್ದಾರೆ
ಬಲವಾದ ಹೊಸ ಭೂಕಂಪನವು ಪಾಕಿಸ್ತಾನ ಪ್ರದೇಶವನ್ನು ಛಿದ್ರಗೊಳಿಸಿತು,ಪ್ರಬಲವಾದ ಹೊಸ ಭೂಕಂಪವು ಪಾಕಿಸ್ತಾನ ಪ್ರದೇಶವನ್ನು ಛಿದ್ರಗೊಳಿಸಿತು
ಮೊಬೈಲ್ ಜಾಹೀರಾತುಗಳು ವೇಗವಾಗುತ್ತಿದ್ದಂತೆ ಫೇಸ್‌ಬುಕ್ ಗಳಿಕೆಗಳು 63% ಜಿಗಿಯುತ್ತವೆ,ಬಳಕೆದಾರರ ಬೇಸ್ ವಿಸ್ತರಿಸಿದಂತೆ ಫೇಸ್‌ಬುಕ್ ಲಾಭಗಳು ಜಿಗಿಯುತ್ತವೆ
ಪೋಪ್ ಬೆನೆಡಿಕ್ಟ್ XVI ಕಾರ್ಡಿನಲ್‌ಗಳಿಗೆ ವಿದಾಯ ಹೇಳಿದರು,ಪೋಪ್ ಬೆನೆಡಿಕ್ಟ್ XVI ಕೊನೆಯ ಬಾರಿಗೆ ವ್ಯಾಟಿಕನ್‌ನಿಂದ ನಿರ್ಗಮಿಸಿದರು
ಮಾರ್ಚ್ 11 ರ ಸುದ್ದಿ ಸಾರಾಂಶ,ಜನವರಿ 14 ರ ಸುದ್ದಿ ಸಾರಾಂಶ
ಉಷ್ಣವಲಯದ ಚಂಡಮಾರುತ ಆಂಡ್ರಿಯಾ ಪೂರ್ವ ಕರಾವಳಿಯಲ್ಲಿ ಪ್ರಯಾಣಿಸುತ್ತಿದೆ,ಉಷ್ಣವಲಯದ ಚಂಡಮಾರುತ ಆಂಡ್ರಿಯಾ ಪೂರ್ವ ಕರಾವಳಿಯತ್ತ ಜಾರಲಿದೆ
"ರೋಜರ್ಸ್, ವಿಡಿಯೋಟ್ರಾನ್ ನೆಟ್‌ವರ್ಕ್-ಹಂಚಿಕೆ ಒಪ್ಪಂದದೊಂದಿಗೆ ವ್ಯಾಪ್ತಿಯನ್ನು ವಿಸ್ತರಿಸುತ್ತದೆ","ರೋಜರ್ಸ್, ವಿಡಿಯೋಟ್ರಾನ್ ನೆಟ್‌ವರ್ಕ್ ಹಂಚಿಕೆ, ಸ್ಪೆಕ್ಟ್ರಮ್ ಒಪ್ಪಂದವನ್ನು ತಲುಪುತ್ತದೆ"
ಇಂಡೋನೇಷ್ಯಾ ರೈಲು ಅಪಘಾತದಲ್ಲಿ ನಾಲ್ವರು ಸಾವು,ಇಂಡೋನೇಷ್ಯಾ ರೈಲು ಇಂಧನ ಟ್ರಕ್‌ಗೆ ಡಿಕ್ಕಿ ಹೊಡೆದು ಐವರು ಸಾವು
ಬೆರ್ಲುಸ್ಕೋನಿ ಚುನಾವಣೆಯಲ್ಲಿ ಮತ ಚಲಾಯಿಸುತ್ತಿದ್ದಂತೆ ಟಾಪ್‌ಲೆಸ್ ಮಹಿಳೆಯರು ಅವರ ವಿರುದ್ಧ ಪ್ರತಿಭಟನೆ ನಡೆಸಿದರು,"ಬಲ್ಗೇರಿಯಾ ಅಧ್ಯಕ್ಷರು ಪ್ರತಿಭಟನಾಕಾರರನ್ನು ಬೆಂಬಲಿಸುತ್ತಾರೆ, ಕ್ಷಿಪ್ರ ಚುನಾವಣೆಗಳನ್ನು ವಿರೋಧಿಸುತ್ತಾರೆ"
ಮಿಸ್ ನ್ಯೂಯಾರ್ಕ್ ಮಿಸ್ ಅಮೇರಿಕಾ ಕಿರೀಟವನ್ನು ಗೆದ್ದಿದ್ದಾರೆ,ಮಿಸ್ ನ್ಯೂಯಾರ್ಕ್ ಮಿಸ್ ಅಮೇರಿಕಾ ಕಿರೀಟವನ್ನು ಅಲಂಕರಿಸಿದ್ದಾರೆ
ಬಾಂಗ್ಲಾದೇಶದ ಇಸ್ಲಾಮಿಸ್ಟ್ ಮರಣದಂಡನೆಯನ್ನು ಎತ್ತಿಹಿಡಿದಿದೆ,ಬಾಂಗ್ಲಾದೇಶ ವಿರೋಧ ಪಕ್ಷದ ನಾಯಕನನ್ನು ಗಲ್ಲಿಗೇರಿಸಿತು
ಶಂಕಿತ ಸೌದಿ ಉಗ್ರಗಾಮಿ ಲೆಬನಾನಿನ ಬಂಧನದಲ್ಲಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾನೆ,ಶಂಕಿತ ಯುಎಸ್ ಡ್ರೋನ್ ಯೆಮನ್‌ನಲ್ಲಿ 6 ಉಗ್ರರನ್ನು ಕೊಂದಿದೆ
ಹೊಸ ಇಟಾಲಿಯನ್ ಸರ್ಕಾರದೊಂದಿಗೆ ಒಪ್ಪಂದವನ್ನು ತಲುಪಿದೆ,ಇಟಲಿ ಹೊಸ ಸಮ್ಮಿಶ್ರ ಸರ್ಕಾರದಲ್ಲಿ ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಲಿದೆ
ಇರಾಕ್ ದಾಳಿಯಲ್ಲಿ 7 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಇರಾಕ್‌ನಾದ್ಯಂತ ನಡೆದ ದಾಳಿಯಲ್ಲಿ 27 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
ಸಿಂಗಾಪುರದ ಷೇರುಗಳು 0.4% ಹೆಚ್ಚಿನದನ್ನು ಮುಚ್ಚುತ್ತವೆ,ಭಾರತೀಯ ಷೇರುಗಳು ಹೆಚ್ಚಿನ ಮಟ್ಟದಲ್ಲಿ ತೆರೆದಿವೆ
ಬಾಂಗ್ಲಾದೇಶದ ಕಟ್ಟಡಗಳು ಕುಸಿದಿವೆ,ಬಾಂಗ್ಲಾದೇಶ ಕಟ್ಟಡ ಕುಸಿದು ಕನಿಷ್ಠ 200 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
"1,004 ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಬೆಂಬಲಿಗರ ಬಂಧನವನ್ನು ಈಜಿಪ್ಟ್ ಘೋಷಿಸಿದೆ",ಬ್ರದರ್‌ಹುಡ್ ಮುಖ್ಯಸ್ಥ ಬಾಡಿಯನ್ನು ಬಂಧಿಸಲು ಈಜಿಪ್ಟ್ ಆದೇಶಿಸಿದೆ
ಈಜಿಪ್ಟ್ ಪ್ರತಿಭಟನಾಕಾರರನ್ನು 'ಚದುರಿಸಬೇಕು',ಅಪಹರಣ ಶಿಕ್ಷಕನಿಗೆ ಶಿಕ್ಷೆಯಾಗಬೇಕು
